#EXPECTED FORMAT: ratingDate;ratingPlace;purchasingDate;purchasingPlace;name;pack;bbe;brewInfo;aroma;appearance;taste;palate;overall;description
#SEPARATOR:;
2011-04-13;Ruovesi;2012-03-24;Alko Arkadia;Nymburk Post_i_inské Bogan Svetl_ Special 13°;Bottle 500ml;2012-10-10;;6;2;8;3;11;
2011-04-15;Sokos Hotel Arina;;;Vakka-Suomen Prykmestar Savu;Bottle 500ml;;;7;2;7;3;12;
2011-04-18;Saariselkä;2011-04-16;System Bolaget Haparanda;Zlatopramen Anno 1642;Bottle 500ml;2011-12-03;;5;3;5;2;8;
2011-04-20;Saariselkä;2011-04-16;System Bolaget Haparanda;Duyck Jenlain Blonde;Bottle 750ml;;;5;2;6;3;10;
2011-04-20;Saariselkä;2011-04-16;System Bolaget Haparanda;Oppigårds Single Hop Ale;Bottle 330ml;2011-07-31;;8;3;7;3;12;Light golden color and white head. Aroma is grain and grass. Flavor is malt, light hoppiness. Medium body and carbonation.
2011-04-23;Ruovesi;2011-04-09;Alko Arkadia;Innis & Gunn Limited Edition Oak Aged IPA;Bottle 330ml;2011-07-31;;7;3;6;2;11;
2011-04-23;Ruovesi;2011-04-23;K-Market Ruovesi;Miller Genuine Draft (MGD);Bottle 355ml;2011-11-15;;3;2;3;2;8;
2011-04-23;Ruovesi;2011-04-23;S-market Ruovesi;Saku Kuld Export;Can 500;2011-10-05;;3;2;4;2;9;
2011-04-23;Ruovesi;2011-04-23;S-market Ruovesi;Saku Originaal;Bottle 500ml;;;3;2;3;2;7;
2011-04-23;Ruovesi;2011-04-23;S-market Ruovesi;Salitos Cerveza Especial;Bottle 330ml;2012-03-08;;3;1;2;1;6;
2011-04-23;Ruovesi;2011-04-23;S-market Ruovesi;Sol;Bottle 330ml;2011-12-21;;2;2;4;2;8;
2011-04-23;Ruovesi;2011-04-16;System Bolaget Haparanda;Williams Brothers Seven Giraffes;Bottle 500ml;2012-07-31;;6;3;6;3;12;
2011-04-24;Ruovesi;2011-04-16;System Bolaget Haparanda;Erdinger Weissbier (Hefe-Weizen);Bottle 500ml;2012-02-28;;7;3;5;2;10;
2011-04-24;Ruovesi;2011-04-14;Alko Koivistonkylä;Hacker-Pschorr (Hefe) Weisse  ;Bottle 500ml;;;7;3;7;3;13;
2011-04-24;Ruovesi;2011-04-16;System Bolaget Haparanda;Kilkenny;Bottle 330ml;2011-08-18;;5;3;6;2;11;
2011-04-26;Pirkkala;2011-04-16;System Bolaget Haparanda;Great Divide Yeti Imperial Stout;Bottle 355ml;2012-01-01;;9;4;9;4;17;
2011-04-27;Pirkkala;2011-04-14;Alko Koivistonkylä;Svaneke Catch 22;Bottle 500ml;2012-03-16;;6;3;6;2;10;
2011-04-29;Pirkkala;2011-04-16;System Bolaget Haparanda;S:t Eriks Pale Ale;Bottle 330ml;2011-11-28;;8;3;8;3;13;
2011-04-30;Pirkkala;2011-04-09;Alko Arkadia;Sierra Nevada Celebration Ale 2010;Bottle 355ml;2011-10-15;;8;3;7;3;13;
2011-05-01;Pirkkala;;Gift From Matti;Carlsberg Elephant;Bottle 330ml;2011-09-07;;4;3;2;2;5;
2011-05-07;Niko;;;Beer Here Black Cat;Bottle 500ml;;;8;3;8;3;13;
2011-05-07;O´Hara´s Freehouse;;;BrewDog IPA Is Dead - Bramling X;Draft;;;8;3;7;3;13;
2011-05-07;O´Hara´s Freehouse;;;BrewDog IPA Is Dead - Nelson Sauvin;Draft;;;8;3;7;3;14;
2011-05-07;O´Hara´s Freehouse;;;BrewDog IPA Is Dead - Sorachi Ace;Draft;;;7;3;7;3;12;
2011-05-07;O´Hara´s Freehouse;;;BrewDog Riptide 4.1%;Cask;;;8;3;7;2;13;
2011-05-07;O´Hara´s Freehouse;;;BrewDog Sink the Bismarck;Sample;;;8;3;8;4;15;
2011-05-08;Pirkkala;2011-04-30;Alko Stockmann;Sierra Nevada Pale Ale;Bottle 355ml;2011-10-13;;7;3;7;3;13;clear Golden color With Thin white head. Aroma is hops, Sweet malts. flavor is malt, hops, pepper,Grape. Medium Body, Lots of carbonation. Refreshing.
2011-05-11;Pirkkala;2011-04-09;Alko Arkadia;Anchor Old Foghorn Ale;Bottle 355ml;2012-11-30;;9;3;7;3;13;
2011-05-12;Pirkkala;2011-04-16;System Bolaget Haparanda;Eriksberg Påsköl;Bottle 500ml;2011-10-04;;6;3;6;3;12;
2011-05-13;Ruovesi;2011-05-12;Alko Koivistonkylä;Herold Czech Premium Lager / Světlý Březnický Ležák 12°;Bottle 500ml;2012-04-04;;4;2;5;2;10;
2011-05-14;Ruovesi;2011-05-12;Alko Koivistonkylä;Forst Premium;Bottle 330ml;2012-03-24;;3;2;3;1;8;
2011-05-14;Ruovesi;2011-04-16;System Bolaget Haparanda;Gösser Beer;Bottle 330ml;2012-02-28;;3;2;4;2;9;
2011-05-16;Pirkkala;2011-05-12;Prisma Koivistonkylä;Estrella Galicia;Bottle 330ml;;;4;2;4;2;7;
2011-05-17;Pirkkala;2011-05-17;Alko Pirkkala Partola;Beck's;Bottle 500ml;2012-03-31;;4;2;4;2;8;
2011-05-20;Ruovesi;2011-05-17;Lidl Partola;Grafenwalder Premium Pils;Can 500;2012-03-02;;4;2;4;2;10;
2011-05-21;Ruovesi;2011-05-21;S-market Ruovesi;Laitilan Kukko Vahva Pils;Can 330ml;;;4;3;4;2;10;
2011-05-21;Ruovesi;2011-05-17;Lidl Partola;Perlenbacher Premium Pils;Bottle 500ml;;;3;2;2;1;6;
2011-05-21;Ruovesi;2011-05-21;Alko Ruovesi;Spaten München;Bottle 500ml;2012-02-28;;4;2;5;2;10;
2011-05-21;Ruovesi;2011-05-21;Alko Ruovesi;St Feuillien Cuvée de Pâques;Bottle 330ml;2013-02-09;;8;3;7;3;12;Copper reddish color with off white head. Aroma is herbs, flowers and yeast. Flavor is sweet caramel, fruits, slightly yeasty. Ligth bitter finnish.
2011-05-22;Pirkkala;2011-05-22;K-citymarket Pirkkala;Cuvée des Trolls;Bottle 330ml;2012-01-06;;7;3;6;2;11;ei kehity vuoden kypsytyksessä, 2012-02-06
2011-05-23;Pirkkala;2011-05-21;Alko Ruovesi;Saku Rock;Bottle 500ml;2011-07-31;;4;3;4;2;8;
2011-05-24;Pirkkala;2011-05-24;Alko Pirkkala Partola;Kalnapilis 7.30;Bottle 500ml;2011-10-23;;4;2;4;2;10;
2011-05-26;Pirkkala;2011-05-26;Alko Koivistonkylä;Palm Speciale;Bottle 330ml;2011-11-18;;6;3;6;2;10;
2011-05-27;Ruovesi;2011-05-26;Alko Koivistonkylä;Orval;Bottle 330ml;2015-04-02;Brewed 2010-04-22;8;3;7;3;13;
2011-05-28;Ruovesi;2011-05-26;Alko Koivistonkylä;Budels Mei Bock;Bottle 300ml;2012-01-31;;4;3;3;2;5;
2011-06-02;Ruovesi;2011-05-31;Alko Kaleva;Chimay Bleue;Bottle 330ml;2017-12-31;;7;3;7;3;13;
2011-06-03;Ruovesi;2011-06-03;S-market Ruovesi;Brutal Brewing Pistonhead Low Ridin´ Lager 4.6%;Can 500;2012-01-31;;6;2;6;2;10;
2011-06-03;Ruovesi;2011-06-03;S-market Ruovesi;Fuller's London Pride;Bottle 500ml;2012-03-30;;7;3;6;2;11;
2011-06-05;Pirkkala;2009-06-22;Bier Temple, Brussels;Bush de Nuits (2008);Bottle 750ml;2011-12-31;;8;3;8;3;14;
2011-06-05;Pirkkala;2011-04-16;System Bolaget Haparanda;Jämtlands Hell;Bottle 500ml;2011-06-31;;6;3;6;3;11;
2011-06-07;Pirkkala;2011-05-24;Alko Arkadia;Sierra Nevada Bigfoot 2011;Bottle 355ml;2012-01-07;;8;3;8;3;13;
2011-06-09;Pirkkala;2011-06-08;Alko Kaleva;Schneider Weisse Kristall;Bottle 500ml;2012-03-11;;8;3;6;3;11;
2011-06-09;Pirkkala;2011-06-08;Alko Kaleva;Svaneke Session Pilsner;Bottle 500ml;2012-04-14;;6;3;7;3;12;
2011-06-10;Ruovesi;2011-06-08;Alko Kaleva;De Ranke Saison De Dottignies;Bottle 330ml;;;7;3;7;3;11;
2011-06-11;Ruovesi;2011-06-10;Sale Kuru;Hartwall Karjala Terva (4.6% version);Bottle 330ml;2012-04-09;;4;3;5;3;8;
2011-06-11;Ruovesi;2011-06-08;Alko Kaleva;Oppigårds Golden Summer Ale;Bottle 330ml;2011-11-30;;7;3;7;3;10;
2011-06-11;Ruovesi;2011-06-10;Sale Kuru;Tuborg Lime Cut;Bottle 330ml;2011-07-20;;5;2;3;2;7;
2011-06-11;Ruovesi;2011-06-11;Alko Ruovesi;Vakka-Suomen Prykmestar LuomuPils;Bottle 500ml;2011-03-01;;5;3;5;3;9;
2011-06-13;Gastropub Nordic;;;Amager 3. Akt;Bottle 500ml;2012-07-31;#286;7;3;8;3;13;
2011-06-13;Gastropub Nordic;;;Kuninkaankartanon Joku Ale;Draft;;;7;3;7;3;11;
2011-06-14;Pirkkala;2011-06-10;Sale Kuru;Mallaskosken Kuohu Punertava Amber;Can 500ml;2011-09-02;;5;3;4;2;10;
2011-06-16;Pirkkala;2011-06-14;K-citymarket Pirkkala;Meantime London Pale Ale;Bottle 330ml;;;6;3;6;3;10;
2011-06-18;Niko;;;Avery Anniversary Seventeen;Bottle 650ml;;;7;3;8;3;14;
2011-06-18;Niko;;;Sierra Nevada Harvest Fresh Hop IPA - Southern Hemisphere;Bottle 710ml;;;8;3;8;3;13;
2011-06-19;Olutravintola Konttori;;;Sigtuna South Pacific Pale Ale;Bottle 500ml;2011-03-20;;8;3;7;3;12;
2011-06-19;Olutravintola Konttori;;;Struise St. Amatus - Oostvleteren 12;Bottle 330ml;;;7;3;7;3;13;
2011-06-22;Pirkkala;2011-06-18;Alko Koivistonkylä;Forest L’Avesnoise Bière Blanche;Bottle 330ml;2012-12-31;;8;3;7;3;11;
2011-06-23;Pirkkala;2011-04-16;System Bolaget Haparanda;Beer Here Vårwit;Bottle 500ml;2012-01-12;;7;3;7;3;11;
2011-06-23;Pirkkala;2011-04-16;System Bolaget Haparanda;Nils Oscar Hop Yard IPA;Bottle 330ml;2011-09-30;;8;3;7;3;11;
2011-06-23;Pirkkala;2011-04-16;System Bolaget Haparanda;Oppigårds Spring Ale 2011;Bottle 330ml;;;7;3;6;3;12;
2011-06-23;Pirkkala;2011-04-16;System Bolaget Haparanda;S:t Eriks IPA;Bottle 330ml;2011-09-11;;6;3;6;2;9;
2011-06-24;Cask Pub & Kitchen, London;;;Gadds / Revelation Cat Back to Basic West Coast IIPA  ;Draft;;;7;3;8;3;14;
2011-06-24;Cask Pub & Kitchen, London;;;Gadds / Revelation Cat Back to Basic West Coast IPA  ;Draft;;;8;3;8;3;14;
2011-06-24;Cask Pub & Kitchen, London;;;Grassroots Deva Double IPA;Draft;;;7;3;7;3;13;
2011-06-24;Cask Pub & Kitchen, London;;;Mikkeller Hop Series Cluster;Bottle 330ml;;;6;3;7;3;12;
2011-06-24;Pirkkala;2011-06-08;Alko Kaleva;Nøgne Ø Saison;Bottle 500ml;2014-04-19;#619;7;4;8;3;12;
2011-06-24;Pirkkalan Lentoasema;;;Kru_ovice Imperial 12°;Bottle 500ml;;;6;3;6;3;10;
2011-06-24;Terravision bus;2011-06-24;Spar Stanstead Airport;Worthington Ale/Draught/Creamflow;Can 500;2011-06-24;;6;3;6;3;9;
2011-06-25;Southwark Tavern, London;;;White Horse Saracen IPA;Cask;;;6;3;6;2;9;
2011-06-25;The Kernel;;;The Kernel India Pale Ale Black;Draft;;;6;3;7;3;11;rating number 1000
2011-06-25;The Kernel;;;The Kernel India Pale Ale Columbus;Draft;;;7;3;8;3;12;
2011-06-25;The Kernel;;;The Kernel India Pale Ale Simcoe;Draft;;;8;3;8;3;13;
2011-06-25;The Mint Hotel Roof Top Bar, London;;;Brooklyn Black Chocolate Stout;Bottle 355ml;;;9;3;8;3;14;
2011-06-25;The Mint Hotel Roof Top Bar, London;;;Harviestoun Schiehallion;Bottle 500ml;;;6;3;7;3;10;
2011-06-25;The Mint Hotel, London;2011-06-24;Cask Pub & Kitchen, London;Smuttynose Big A IPA;Bottle 355ml;;;8;3;8;3;14;
2011-06-25;The Phoenix, London;;;BrewDog Alice Porter;Cask;;;7;3;7;3;10;
2011-06-25;The Rake, London;;;Great Divide Hades;Bottle 355ml;;;8;3;8;3;12;
2011-06-25;The Rake, London;;;Saranac India Pale Ale;Bottle 355ml;;;7;3;6;3;10;
2011-06-25;The Rake, London;;;The Kernel India Pale Ale Amarillo;Bottle 330ml;;;7;3;8;3;12;
2011-06-26;Bodean's BBQ, London;;;Goose Island India Pale Ale;Bottle 355ml;;;9;3;8;3;14;JFK 2010 2010-10-14 draft.
2011-06-26;Cask Pub & Kitchen, London;;;Beer Here Kama Citra;Bottle 500ml;;;8;3;8;3;12;
2011-06-26;Cask Pub & Kitchen, London;;;Port Brewing Shark Attack Double Red Ale;Bottle 650ml;;;9;4;8;3;14;
2011-06-26;Tattersalls Tavern, London;;;St. Austell Tribute;Cask;;;6;2;6;2;9;
2011-06-26;The Mint Hotel, London;2011-06-25;Utobeer Market Stall, London;Saranac Imperial Stout;Bottle 355ml;;;8;3;8;3;13;
2011-06-28;Pirkkala;2011-06-16;K-citymarket Pirkkala;Goose Island 312 Urban Wheat Ale;Bottle 355ml;2012-03-01;;7;3;6;3;10;
2011-06-29;Pirkkala;2011-06-08;Alko Kaleva;Mikkeller Burger & Bun L.A. Lager;Bottle 330ml;2013-05-02;;8;3;8;3;12;
2011-07-02;Gastropub Nordic;;;Hornbeer Hophorn;Draft;;;9;3;9;3;14;
2011-07-02;Gastropub Tuulensuu;;;Goedecke Döllnitzer Ritterguts Gose;Draft;;;7;3;7;3;11;
2011-07-02;Gastropub Tuulensuu;;;Mahrs Bräu Der Weisse Bock;Bottle 500ml;;;8;3;8;3;13;
2011-07-02;Gastropub Tuulensuu;;;Mahrs Bräu Kellerbier Ungespundet Hefetrüb;Bottle 500ml;;;7;3;7;3;10;
2011-07-02;Gastropub Tuulensuu;;;St. Bernardus Prior 8;Bottle 330ml;;;8;3;8;3;13;
2011-07-02;O´Hara´s Freehouse;;;BrewDog Three Floyds Bitch Please;Bottle 330ml;;;8;3;8;3;14;todella erikoinen, viskitynnyriä maistuu reilusti
2011-07-02;O´Hara´s Freehouse;;;St. Ambroise Oatmeal Stout;Bottle 341ml;;;8;3;7;3;11;
2011-07-03;Pirkkala;2011-07-02;K-citymarket Pirkkala;Slottskällans London;Bottle 500ml;2011-11-26;;7;3;8;3;12;
2011-07-04;Pirkkala;2011-07-02;Alko Kaleva;Fuller's London Porter;Bottle 500ml;2012-03-08;;8;4;7;3;13;
2011-07-05;Pirkkala;2011-07-02;Alko Kaleva;Gusswerk Weizenguss;Bottle 330ml;2012-02-27;;7;3;6;3;10;
2011-07-06;Pirkkala;2011-07-02;Alko Kaleva;Gulden Draak;Bottle 330ml;2013-04-26;;7;3;8;3;12;
2011-07-07;Pirkkala;2011-07-07;Alko Kaleva;Samuel Smiths Oatmeal Stout;Bottle 500ml;2012-03-31;;6;3;6;3;11;
2011-07-08;Ruovesi;2011-07-07;Alko Kaleva;Anchor Steam Beer;Bottle 355ml;2013-04-30;;6;3;7;3;11;
2011-07-08;Ruovesi;2011-07-07;Prisma Kaleva;Postrizinske Svetl_ Lezák 11°;Bottle 500ml;2012-02-06;;7;3;6;3;11;
2011-07-08;Ruovesi;2011-07-07;Alko Kaleva;Vakka-Suomen Prykmestar Wehnäbock;Bottle 500ml;2012-05-23;;7;3;7;3;14;Hazy Copper With off white head. Aroma yeast, wheat, flavor is Sweet fruits, yeast, Medium Body and carbonation. Well balanced. Really good.
2011-07-09;Ruovesi;2011-07-07;Prisma Kaleva;Anchor Summer Beer;Bottle 355ml;2013-03-31;;7;3;6;2;9;
2011-07-09;Ruovesi;2011-07-07;Alko Kaleva;Mikkeller Not Just Another Wit;Bottle 750ml;2014-04-27;#201115;8;3;8;3;14;Cluody yellow, white head. Aroma is wheat , yeast, sweet exotic fruits. Flavor is sweet, yeast, hops, spices. Bitter finnish. Soft carbonation
2011-07-09;Ruovesi;2011-07-09;Alko Ruovesi;Sinebrychoff Panimomestarin Nikolai Premium Pils;Bottle 330ml;2012-12-24;;5;3;5;2;8;
2011-07-10;Pirkkala;2011-07-02;K-citymarket Pirkkala;Slottskällans Nordic;Bottle 500ml;2011-11-25;;8;3;7;2;12;
2011-07-12;Pirkkala;2011-04-16;System Bolaget Haparanda;S:t Eriks Vårlager;Bottle 330ml;2011-09-25;;6;3;6;3;11;
2011-07-15;Gastropub Nordic;;;Det Lille Bryggeri Barrel Aged Barley Wine;Bottle 250ml;;;9;3;8;3;12;
2011-07-15;Gastropub Tuulensuu;;;De Dochter van de Korenaar Embrasse Oak Aged Single Cask;Bottle 375ml;;;8;3;8;3;14;
2011-07-15;Gastropub Tuulensuu;;;De Dolle Boskeun;Bottle 330ml;2012-02-29;;9;3;8;3;14;
2011-07-15;Gastropub Tuulensuu;;;Koutsk_ 12° Sv_tl_ Le_ák;Draft;;;7;3;7;3;11;
2011-07-15;Gastropub Tuulensuu;;;Troubadour Magma;Bottle 330ml;;;8;3;7;3;11;
2011-07-15;Konttori;;;Founders Pale Ale;Bottle 355ml;;;7;3;7;3;12;
2011-07-15;Konttori;;;Ægir India Pale Ale;Bottle 500ml;2013-02-07;;8;3;8;3;13;
2011-07-16;Plevna;;;Plevnan James Savuolut;Draft;;;8;3;7;3;12;
2011-07-16;Plevna;;;Plevnan Siperia;Draft;;;7;4;8;3;14;
2011-07-16;Plevna;;;Plevnan Smörre IPA;Draft;;;7;3;7;3;12;
2011-07-17;Ruovesi;2011-07-17;K-citymarket Ylöjärvi;Atlas Latitude Highland Pilsner;Bottle 500ml;2011-10-31;;8;3;8;3;12;
2011-07-17;Ruovesi;2010-07-21;System Bolaget Örebro;Founders Centennial IPA;Bottle 355ml;2011-06-30;;9;3;8;3;12;
2011-07-18;Ruovesi;2011-04-16;System Bolaget Haparanda;Dugges Rudolf 2008-2012;Bottle 500ml;2011-06-30;;9;3;9;4;16;
2011-07-18;Ruovesi;2011-07-18;Alko Ruovesi;Saimaan Luostari Dubbel;Bottle 330ml;;;7;3;6;3;11;
2011-07-19;Ruovesi;2011-07-18;Alko Ruovesi;Baltika 6 Porter;Bottle 500ml;2011-12-09;;6;3;8;3;12;
2011-07-20;Ruovesi;2011-07-20;Alko Ruovesi;Leffe Brune;Bottle 330ml;;;7;3;7;3;14;
2011-07-20;Ruovesi;2011-07-20;K-Market Ruovesi;Olvi Halko III;Can 568ml;2012-01-21;;4;2;4;2;6;
2011-07-21;Pirkkala;2011-07-21;Alko Turtola;Paulaner Salvator;Bottle 330ml;2012-06-30;;6;3;7;3;11;
2011-07-22;Pirkkala;2011-07-22;Lidl Pirkkala;Fink Bräu Pils 2.8%;Can 330ml;;;4;2;3;1;7;
2011-07-22;Pirkkala;2011-07-22;Lidl Pirkkala;Nobelaner Premium Pils;Can 330ml;;;3;2;4;2;9;
2011-07-22;Pirkkala;2011-07-17;K-citymarket Ylöjärvi;Oakham JHB;Bottle 500ml;2012-01-27;;7;3;7;3;12;
2011-07-23;Gastropub Nordic;;;Mikkeller Å Pale Ale;Draft;;;8;3;8;3;13;
2011-07-23;Gastropub Tuulensuu;;;De Hemel Nieuw Ligt Grand Cru;Bottle 330ml;;;8;3;8;3;13;
2011-07-23;Gastropub Tuulensuu;;;Dormaal Wit Goud;Bottle 330ml;;;7;3;7;3;12;
2011-07-23;Pirkkala;2011-04-16;System Bolaget Haparanda;BrewDog Punk IPA (6%);Bottle 330ml;2012-07-03;;7;3;8;3;12;
2011-07-23;Pirkkala;2011-05-24;Alko Arkadia;Midtfyns Double IPA;Bottle 500ml;2012-12-14;;8;3;8;3;12;
2011-07-24;Pirkkala;2011-07-22;Lidl Pirkkala;Holsten Premium Bier;Can 500;;;3;2;4;2;9;
2011-07-25;Pirkkala;2011-07-24;K-citymarket Pirkkala;McAuslan Griffon Brown Ale;Bottle 341ml;2011-12-31;;7;3;6;2;11;
2011-07-25;Pirkkala;2011-07-24;K-citymarket Pirkkala;Riedenburger Organic Lager;Bottle 500ml;2012-02-25;;6;2;6;3;9;
2011-07-26;Pirkkala;2011-07-23;K-citymarket Pirkkala;Vakka-Suomen Prykmestar Suvi;Bottle 500ml;2011-12-19;;6;2;6;2;8;
2011-07-26;Pirkkala;2011-07-25;Alko Lielahti;Weihenstephaner Hefeweissbier Dunkel;Bottle 500ml;2012-05-25;;7;3;7;3;11;
2011-07-27;Pirkkala;2011-07-22;Lidl Pirkkala;Burgen Pils Premium;Can 500;;;3;2;3;1;6;
2011-07-27;Pirkkala;2011-07-25;K-citymarket Lielahti;Saimaan Marsalkka Tumma;Bottle 330ml;2011-10-31;;7;3;6;2;10;
2011-07-28;Oluthuone Kaisla;;;Rochefort Trappistes 6;Bottle 330ml;2015-09-06;;7;3;7;3;11;
2011-07-28;Oluthuone Kaisla;;;Sierra Nevada Stout;Bottle 355ml;2011-08-13;;8;3;8;4;13;
2011-07-28;Panimoravintola Bruuveri;;;Bruuveri Kevät Ipeloinen;Draft;;;8;3;8;3;13;
2011-07-28;Panimoravintola Teerenpeli Kamppi;;;Teerenpeli Vauhtiveikko;Draft;;;6;3;7;3;11;
2011-07-28;Radisson Blue Royal;;;Emelisse Imperial Russian Stout;Bottle 330ml;2013-03-31;;9;4;9;3;15;
2011-07-28;SOPP Helsinki;;;Beer Hunters Mufloni Musta Intianpässi;Draft;;;6;3;7;3;11;
2011-07-28;SOPP Helsinki;;;Beer Hunters Nasty Suicide Imperial Stout;Draft;;;8;3;8;3;14;
2011-07-29;Oluthuone Kaisla;;;Huvila Pale Ale (Pekko P.A.);Draft;;;6;3;6;2;10;
2011-07-29;Olutravintola Pikkulintu;;;Croocked Moon Landslide IPA;Draft;;;8;3;8;3;13;
2011-07-29;Olutravintola Pikkulintu;;;De Molen Hemel & Aarde (Bruichladdich BA);Bottle 330ml;;2011-12-08;10;4;9;5;16;
2011-07-29;Olutravintola Pikkulintu;;;De Molen Kopi Loewak Coffee Stout (-2010);Bottle 330ml;;brewed 2009-04-04, bottled 2009-05-03;9;4;9;3;15;
2011-07-29;Olutravintola Pikkulintu;;;Grassroots Pikkulintu Triple IPA;Bottle 500ml;;;7;3;8;4;14;
2011-07-29;Olutravintola Pikkulintu;;;Oskar Blues G’Knight Imperial Red;Can 355ml;;;9;3;8;4;13;
2011-07-29;Olutravintola Pikkulintu;;;Rogue HazelNut Brown Nectar;Draft;;;8;3;6;3;11;
2011-07-29;Pirkkala;;;Victoria Bitter;Bottle 375ml;;;5;3;5;2;8;
2011-07-29;SOPP Helsinki;;;Hollolan AmeriikanHirvi APA;Draft;;;7;3;7;3;12;
2011-07-29;SOPP Helsinki;;;Stadin American Pale Ale III;Draft;;;6;3;7;3;10;
2011-07-29;SOPP Helsinki;;;Stadin Liberty (American X) Pale Ale;Draft;;;7;3;7;3;13;clear Golden, off white head. Fruits, floral hops, Sweet malts
2011-07-29;SOPP Helsinki;;;Stadin Single Hopped Citra Pale Ale;Draft;;;7;3;6;3;12;
2011-07-31;Pirkkala;2011-07-25;K-citymarket Lielahti;Orkney Dark Island;Bottle 500ml;2012-09-30;;8;3;8;3;13;
2011-08-01;Pirkkala;2011-07-25;K-citymarket Lielahti;Shorts Pandemonium Pale Ale;Bottle 355ml;;;8;3;7;3;11;
2011-08-02;Pirkkala;2011-07-25;K-citymarket Lielahti;Beer Hunters Mufloni Single Hop Mt. Hood;Bottle 330ml;2011-08-22;;7;3;6;2;11;
2011-08-04;Ruovesi;2011-07-23;Alko Kaleva;Flying Dog Double Dog Double Pale Ale;Bottle 355ml;;;8;3;9;3;15;
2011-08-04;Ruovesi;2011-08-04;S-market Ruovesi;Sinebrychoff Nikolai Vaalea Lager 4.7% Luomuolut;Can 330ml;2012-06-16;;4;3;4;2;7;
2011-08-05;Ruovesi;2011-08-05;K-Market Ruovesi;Lapin Kulta III;Bottle 330ml;2012-06-25;;4;2;4;2;7;
2011-08-05;Ruovesi;2011-07-25;K-citymarket Lielahti;Mallaskosken Vaalea Kuohu III;Can 500ml;2011-12-13;;7;2;7;2;10;
2011-08-05;Ruovesi;2011-08-04;S-market Ruovesi;Sofiero Original Ale 4.6%;Can 500;2011-09-08;;6;3;6;3;10;
2011-08-06;Ruovesi;2011-07-25;K-citymarket Lielahti;Dorada Pilsen;Bottle 330ml;2012-02-21;;4;1;4;2;6;
2011-08-06;Ruovesi;2011-08-05;K-Market Ruovesi;Pirkka Tumma Lager;Can 330ml;2012-08-19;;5;3;5;2;8;
2011-08-12;Ruovesi;2011-08-12;Alko Ylöjärvi;Olvi Sandels IV A;Bottle 330ml;2012-02-21;;4;2;4;2;7;
2011-08-13;Ruovesi;2011-08-13;S-market Ruovesi;Carlsberg Lager;Can 330ml;;;3;2;3;1;6;
2011-08-13;Ruovesi;2011-08-12;Alko Ylöjärvi;Karjala IV B;Bottle 330ml;2012-02-19;;4;2;5;2;7;
2011-08-13;Ruovesi;2011-08-11;S-market Pirkkala;Lasso Lager;Can 500;;;3;2;2;1;6;
2011-08-13;Ruovesi;2011-08-12;Alko Ylöjärvi;Olvi Export;Bottle 330ml;2012-03-14;;3;2;4;2;5;
2011-08-13;Ruovesi;2011-08-13;S-market Ruovesi;Olvi Sandels III;Bottle 330ml;;;4;2;4;2;7;
2011-08-13;Ruovesi;2011-07-29;K-citymarket Linnainmaa;Pirkka III-olut;Can 330ml;;;3;2;3;1;5;
2011-08-13;Ruovesi;2011-08-13;S-market Ruovesi;Sofiero Mörk Lager ;Can 500;;;4;3;4;2;7;
2011-08-13;Ruovesi;2011-08-13;S-market Ruovesi;Sofiero Original;Can 500;;;3;2;3;2;8;
2011-08-13;Ruovesi;2011-08-12;Alko Ylöjärvi;Svaneke Classic;Bottle 500ml;2012-06-28;;4;2;5;2;9;
2011-08-13;Ruovesi;2011-08-12;Alko Ylöjärvi;Youngs Special London Ale;Bottle 500ml;2012-04-21;;6;3;6;3;12;
2011-08-18;Pirkkala;2011-07-28;Alko Arkadia;Midtfyns Chili Tripel;Bottle 500ml;2013-02-25;;7;3;7;3;11;
2011-08-19;Olutravintola Konttori;;;Amager Rated XxX;Bottle 500ml;;;8;3;8;3;14;
2011-08-19;Olutravintola Konttori;;;Amager/Port Brewing Wookiee IPA;Bottle 500ml;;;8;3;8;3;14;
2011-08-19;Olutravintola Konttori;;;Beer Hunters Katkeran kesän loppu;Bottle 330ml;;;7;3;7;3;12;
2011-08-19;Olutravintola Konttori;;;Evil Twin Molotov Cocktail;Bottle 330ml;;;8;3;9;3;15;
2011-08-19;Olutravintola Konttori;;;Evil Twin Yang;Bottle 330ml;;;9;3;8;3;14;
2011-08-19;Olutravintola Konttori;;;Hornbeer The Fundamental Blackhorn;Bottle 500ml;;;8;3;9;4;14;
2011-08-19;Olutravintola Konttori;;;Nøgne Ø Single Hop Citra IPA;Draft;;;9;3;8;3;14;
2011-08-19;Pirkkala;2011-04-16;System Bolaget Haparanda;Mohawk Stitch;Bottle 500ml;;;9;3;8;3;14;
2011-08-20;Niko;;;Stone 14th Anniversary Emperial IPA;Bottle 650ml;2011-04-30;;8;3;8;3;14;
2011-08-20;Pirkkala;;SB 2011;Amager Citra Weiss;Bottle 500ml;2012-08-01;;8;3;7;3;11;
2011-08-20;Pirkkala;2011-08-20;Alko Turtola;Wells Bowman Stout;Bottle 500ml;2012-07-28;;8;4;8;3;12;
2011-08-21;Pirkkala;2011-08-20;K-citymarket Turtola;Lammin Pöllö;Bottle 330ml;2012-02-28;;5;3;6;3;10;Clear copper color , thin off white head. Malt, caramel, grass.
